tour_place,tour_place_theme,tour_place_tag,tour_place_score,like,zzim,review
신창풍차해안도로,제주시 > 한경,#커플스냅 #포토스팟 #드라이브 #반려동물 #반려동물동반입장 #반려동물동반_산책로 #반려동물동반_자연 #반려동물동반_관광지,5,10,510,15
제주곶자왈도립공원,서귀포시 > 대정,#흐림 #자연경관 #도보여행 #도보 #곶자왈 #숲 #어트랙션 #식물군락지,5,10,207,15
제주올레 8코스,서귀포시 > 중문,#혼자 #가을 #자연경관 #도보여행 #도보,5,1,138,15
귤밭76번지,서귀포시 > 안덕,#겨울 #체험 #어린이 #어트랙션,5,5,359,14
"당산봉(당오름,차귀오름)",제주시 > 한경,#자연경관 #도보여행 #도보,5,4,36,14
사계해변,서귀포시 > 안덕,#커플 #맑음 #봄 #자연경관,5,10,225,14
서귀포칠십리시공원,서귀포시 > 서귀포시내,#봄 #매화,5,3,132,14
오조포구,서귀포시 > 성산,#문화유적지 #자연경관 #역사유적 #k-drama,5,1,57,14
종달리해안도로,서귀포시 > 성산,#맑음 #여름,5,5,182,14
돈내코,서귀포시 > 서귀포시내,#부모 #아이 #맑음 #여름 #자연경관 #체험 #레저/체험 #어린이 #수상레저 #어트랙션 #물놀이 #공영관광지,4,5,339,13
레이저서바이벌M,제주시 > 제주시내,#사계절 #체험 #레저/체험 #어트랙션 #관광지 #무장애관광,5,17,63,13
물영아리오름,서귀포시 > 남원,#흐림 #여름 #자연경관 #도보여행 #도보 #언택트,5,1,129,13
민속자연사박물관,제주시 > 제주시내,#비.눈 #겨울 #실내관광지 #문화관광 #박물관 #어트랙션 #무장애관광,5,5,219,13
법환포구,서귀포시 > 서귀포시내,#문화유적지 #자연경관 #역사유적,5,1,27,13
사계해안도로,서귀포시 > 안덕,#커플 #맑음 #가을 #자연경관 #제주명품42 #포토스팟 #제주7대도로,4,4,170,13
서귀포항,서귀포시 > 서귀포시내,#밤 #부모 #혼자 #아이 #맑음 #휴식/힐링 #일몰 #어린이,5,3,57,13
알작지해변,제주시 > 제주시내,#가을 #자연경관 #포토스팟,5,5,121,13
이호테우해수욕장,제주시 > 제주시내,#일몰 #해변 #해수욕장 #자연경관 #물놀이 #포토스팟 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_관광지,5,8,257,13
점보빌리지,서귀포시 > 안덕,#사계절 #어린이 #어트랙션 #무장애관광,5,7,204,13
정물오름,제주시 > 한림,#일몰 #오름 #자연경관 #도보여행 #도보 #언택트 #억새,5,6,39,13
제주목관아,제주시 > 제주시내,#사계절 #실내관광지 #역사유적 #어트랙션 #제주명품42 #제주7대건축물 #사적지 #문화재 #문화관광 #무장애관광 #공영관광지,5,4,181,13
제주베니스랜드,서귀포시 > 성산,#어린이 #어트랙션,5,6,315,13
제주커피박물관 바움 Baum,서귀포시 > 성산,#커플 #비.눈 #겨울 #실내관광지 #문화관광 #박물관 #어트랙션,5,10,313,13
터진목 & 성산면 4·3희생자 위령비,서귀포시 > 성산,#제주4.3 #역사유적 #어트랙션,5,0,8,13
판포포구,제주시 > 한경,#친구 #아이 #여름 #자연경관 #역사유적 #어린이,5,6,100,13
표선세화해안도로,서귀포시 > 표선,#여름,5,2,171,13
한림해안도로,제주시 > 한림,#올레 #자전거 #자연경관,5,3,175,13
넥슨컴퓨터박물관,제주시 > 제주시내,#아이 #비.눈 #겨울 #실내관광지 #문화관광 #박물관 #어트랙션 #안전여행스탬프 #무장애관광,4,13,334,12
더마파크,제주시 > 한림,#아이 #맑음 #사계절 #체험 #레저/체험 #어린이 #테마공원 #어트랙션 #무장애관광,4,11,290,12
돈내코유원지,서귀포시 > 서귀포시내,#맑음 #여름 #체험 #레저/체험 #어린이 #수상레저 #어트랙션 #물놀이,5,2,120,12
서귀포자연휴양림,서귀포시 > 서귀포시내,#휴식/힐링 #캠핑장 #야영장 #자연경관 #캠핑 #언택트 #단풍 #무장애관광 #2023_관광10선_봄 #Moment_봄 #공영관광지,5,7,177,12
수월봉,제주시 > 한경,#친구 #아이 #맑음 #가을 #경관/포토 #일몰 #휴식/힐링 #자연경관 #포토스팟 #어린이 #언택트 #유네스코 #공영관광지,5,7,172,12
안돌오름,제주시 > 구좌,#친구 #아이 #맑음 #오름 #자연경관 #도보여행 #도보 #어린이,5,3,79,12
우도잠수함(제주씨월드),서귀포시 > 성산,#체험 #레저/체험 #어린이 #수상레저 #어트랙션,5,8,447,12
제주다원 녹차미로공원,서귀포시 > 중문,#봄 #어린이 #녹차 #어트랙션 #반려동물 #반려동물동반입장 #반려동물동반_관광지,5,2,187,12
제주유리박물관,서귀포시 > 서귀포시내,#친구 #아이 #흐림 #가을 #실내관광지 #문화관광 #박물관 #어트랙션 #무장애관광,5,10,242,12
추자도,섬 속의 섬 > 추차도,#포토스팟 #공영관광지 #2023_관광10선_가을,5,2,33,12
교래자연휴양림,제주시 > 조천,#부모 #아이 #흐림 #여름 #자연경관 #단풍 #어린이 #무장애관광 #공영관광지,5,2,78,11
논짓물,서귀포시 > 서귀포시내,#부모 #아이 #여름 #액티비티 #맑음 #자연경관 #체험 #레저/체험 #어린이,5,5,84,11
마라도성당,섬 속의 섬 > 마라도,#가을 #어트랙션,4,8,84,11
문섬(서귀포해양도립공원),서귀포시 > 서귀포시내,#친구 #아이 #맑음 #경관/포토 #해변 #자연경관 #섬속의섬 #포토스팟 #어린이 #공영관광지,5,2,25,11
북촌돌하르방미술관,제주시 > 조천,#커플 #아이 #맑음 #봄 #겨울 #실내관광지 #미술관 #문화관광 #어트랙션 #반려동물 #반려동물동반입장 #자연경관 #반려동물동반_관광지 #2022_마을산책_봄 #Moment_봄,5,7,241,11
새섬,서귀포시 > 서귀포시내,#섬속의섬 #포토스팟,5,6,40,11
서귀포해안,서귀포시 > 서귀포시내,#휴식/힐링 #해변 #자연경관,5,1,72,11
제주올레 10코스,서귀포시 > 안덕,#혼자 #봄 #가을 #자연경관 #도보여행 #도보,5,2,76,11
제주올레 18코스,제주시 > 제주시내,#혼자 #봄 #가을 #자연경관 #도보여행 #도보,4,8,80,11
가뫼물,서귀포시 > 남원,#감귤 #자연경관 #어린이 #어트랙션,5,8,247,10
구엄리돌염전,제주시 > 애월,#맑음 #가을 #자연경관 #역사유적 #어트랙션,5,4,247,10
노루생태관찰원,제주시 > 제주시내,#맑음 #자연경관 #체험 #레저/체험 #어린이 #어트랙션 #무장애관광 #공영관광지,5,2,132,10
렛츠런파크,제주시 > 애월,#맑음 #체험 #레저/체험 #어린이 #테마공원 #어트랙션,5,4,120,10
물찻오름 [출입제한 - 자연휴식년제 적용 중],제주시 > 조천,#여름 #자연경관 #도보여행 #도보,5,2,43,10
상효원,서귀포시 > 서귀포시내,#우수관광사업체 #단풍 #어트랙션 #봄꽃 #벚꽃 #수국,5,6,149,10
섶섬(서귀포해양도립공원),서귀포시 > 서귀포시내,#자연경관 #섬속의섬 #포토스팟 #공영관광지,4,3,17,10
위미항,서귀포시 > 남원,#맑음 #언택트,5,1,27,10
제주올레 15-A코스,제주시 > 애월,#맑음 #경관/포토 #올레 #봄 #가을 #도보여행 #도보 #포토스팟,4,5,59,10
제주올레 6코스,서귀포시 > 서귀포시내,#친구 #맑음 #경관/포토 #휴식/힐링 #체험관광 #올레 #사계절 #청년 #걷기/등산 #봄 #자연경관 #도보여행 #도보 #포토스팟 #어트랙션,5,6,87,10
한라생태숲,제주시 > 제주시내,#친구 #아이 #맑음 #휴식/힐링 #자연경관 #숲 #어린이 #무장애관광 #공영관광지,5,3,80,10
건강과성박물관,서귀포시 > 안덕,#비.눈 #사계절 #실내관광지 #문화관광 #박물관 #어트랙션 #무장애관광,4,6,129,9
공천포,서귀포시 > 남원,#여름 #자연경관 #역사유적,4,0,28,9
도두항,제주시 > 제주시내,#친구 #아이 #맑음 #휴식/힐링 #어린이,5,0,12,9
산방산탄산온천,서귀포시 > 안덕,#아이 #흐림 #겨울 #자연경관 #실내관광지 #어린이 #어트랙션,5,30,962,9
세화해안도로,제주시 > 구좌,#맑음 #여름,4,2,129,9
소정방폭포,서귀포시 > 서귀포시내,#아이 #맑음 #경관/포토 #폭포 #자연경관 #포토스팟 #어린이,4,1,160,9
신비의도로,제주시 > 제주시내,#어린이 #드라이브 #공영관광지,5,17,428,9
신화테마파크,서귀포시 > 서귀포시내,#실내관광지 #어린이 #어트랙션 #안전여행스탬프 #제주신화월드 #무장애관광,5,9,334,9
양가형제,제주시 > 한경,#음료 #음식 #햄버거 #치즈버거 #감자튀김 #어니언링 #반려동물동반입장 #반려동물 #반려동물동반_식당카페 #불고기버거 #새우버거 #쉐이크 #밀크쉐이크 #술,4,3,60,9
자구리공원,서귀포시 > 서귀포시내,#친구 #아이 #맑음 #밤 #자연경관 #어린이,5,2,66,9
제주도립김창열미술관,제주시 > 한경,#예술 #실내관광지 #문화관광 #미술관 #어트랙션 #공영관광지,4,4,64,9
제주별빛누리공원,제주시 > 제주시내,#겨울 #실내관광지 #어린이 #어트랙션 #무장애관광 #공영관광지,4,4,238,9
제주센트럴파크,제주시 > 조천,#어린이 #무장애관광,4,0,237,9
제주올레 14코스,제주시 > 한림,#혼자 #봄 #자연경관 #도보여행 #도보,3,3,47,9
제주올레 5코스,서귀포시 > 남원,#혼자 #맑음 #여름 #자연경관 #도보여행 #도보,4,1,58,9
큰노꼬메오름,제주시 > 애월,#봄 #자연경관 #도보여행 #도보 #반려동물 #반려동물동반입장 #반려동물동반_오름 #반려동물동반_자연 #반려동물동반_관광지,5,1,23,9
고내리포구,제주시 > 애월,#친구 #해변 #올레 #자연경관,5,0,14,8
국립제주박물관,제주시 > 제주시내,#비.눈 #겨울 #실내관광지 #문화관광 #박물관 #어트랙션 #무장애관광,5,12,210,8
낙천리아홉굿의자마을,제주시 > 한경,#가을 #문화관광 #마을산책 #마을관광 #어린이 #어트랙션 #반려동물동반입장 #반려동물 #반려동물동반_관광지 #무장애관광,5,0,47,8
도두동 무지개 해안도로,제주시 > 제주시내,#우정스냅 #포토스팟 #반려동물 #반려동물동반입장 #반려동물동반_산책로 #반려동물동반_자연 #반려동물동반_관광지,5,15,455,8
별방진,제주시 > 구좌,#문화관광 #역사유적 #봄꽃 #유채꽃,5,1,45,8
송악산둘레길,서귀포시 > 대정,#도보여행,5,1,23,8
전농로 서사라문화거리,제주시 > 제주시내,#봄 #문화관광 #어트랙션 #봄꽃 #벚꽃 #2023_관광10선_봄 #Moment_봄,5,0,102,8
제주올레 17코스,제주시 > 제주시내,#혼자 #봄 #가을 #자연경관 #도보여행 #도보,4,5,64,8
제주올레 1코스,서귀포시 > 성산,#자연경관 #도보여행 #도보,5,7,66,8
테디베어사파리 테지움,제주시 > 애월,#비.눈 #사계절 #실내관광지 #어린이 #어트랙션 #무장애관광,5,11,184,8
톨칸이,섬 속의 섬 > 우도,#경관/포토 #해변 #자연경관 #포토스팟,5,1,48,8
그랑블루 요트투어,서귀포시 > 서귀포시내,#체험 #레저/체험 #수상레저 #어트랙션,5,2,93,7
금능석물원,제주시 > 한림,#안전여행스탬프 #무장애관광,4,2,60,7
김녕금속공예벽화마을,제주시 > 구좌,#커플 #흐림 #가을 #문화관광 #역사유적 #마을산책 #마을관광 #포토스팟 #무장애관광,4,7,120,7
누웨마루거리(구 바오젠),제주시 > 제주시내,#혼자 #아이 #사계절 #어린이 #어트랙션,5,5,98,7
사라봉,제주시 > 제주시내,#걷기/등산 #친구 #겨울 #자연경관,4,0,33,7
사라봉공원,제주시 > 제주시내,#걷기 #자연경관 #무장애관광,5,2,21,7
서귀포유람선,서귀포시 > 서귀포시내,#커플 #친구 #맑음 #체험 #레저/체험 #어린이,4,1,54,7
서귀포천문과학문화관,서귀포시 > 서귀포시내,#겨울 #실내관광지 #어트랙션 #공영관광지,4,6,156,7
수목원테마파크,제주시 > 제주시내,#실내관광지 #어린이 #테마공원 #안전여행스탬프 #무장애관광,4,10,253,7
신창리포구,제주시 > 한경,#커플 #자연경관 #역사유적,5,1,5,7
영주산,서귀포시 > 표선,#자연경관 #수국,5,2,28,7
우도봉 풍경,섬 속의 섬 > 우도,#맑음 #자연경관 #포토스팟,5,6,49,7
우포토 시네마 갤러리 카페,서귀포시 > 대정,#관광지,3,3,4,7
저지 예술인 마을,제주시 > 한경,#흐림 #가을 #문화관광 #마을산책 #마을관광 #어트랙션 #무장애관광,5,4,52,7
조랑말체험공원,서귀포시 > 표선,#가을 #실내관광지 #체험 #레저/체험 #어린이 #어트랙션,5,3,158,7
화순금모래해수욕장,서귀포시 > 안덕,#아이 #맑음 #여름 #자연경관 #체험 #레저/체험 #해변 #물놀이 #어린이 #수상레저 #반려동물 #반려동물동반입장 #반려동물동반_해변 #반려동물동반_자연 #반려동물동반_관광지,5,2,66,7
곶자왈,서귀포시 > 대정,#흐림 #봄 #가을 #자연경관 #도보여행 #도보 #곶자왈 #숲 #식물군락지,5,18,404,6
그리스신화박물관 / 트릭아이미술관,제주시 > 한림,#비.눈 #겨울 #실내관광지 #미술관 #문화관광 #박물관 #어트랙션 #무장애관광,5,5,256,6
대장금촬영지(제주민속촌),서귀포시 > 표선,#경관/포토 #테마공원 #미술/박물관 #포토스팟,5,5,95,6
두맹이골목,제주시 > 제주시내,#흐림 #봄 #자연경관 #포토스팟,4,2,106,6
루나폴,서귀포시 > 안덕,# 어트랙션 # 야간개장 # 야간관광 # 미디어아트,5,9,210,6
비체올린,제주시 > 한경,#체험 #아이 #수학여행 #가족여행 #여름꽃축제 #안전여행스탬프 #반려동물 #반려동물동반입장 #테마공원 #반려동물동반_관광지 #무장애관광,5,7,185,6
성산오조리해안,서귀포시 > 성산,#맑음 #겨울 #자연경관 #포토스팟,5,1,48,6
영실기암,서귀포시 > 서귀포시내,#친구 #비.눈 #맑음 #경관/포토 #휴식/힐링 #테마공원 #액티비티 #사계절 #청년 #중/장년 #자연경관 #체험 #레저/체험 #포토스팟 #한라산 #언택트 #어트랙션 #단풍,5,3,64,6
제주 카약올레,제주시 > 애월,#체험 #레저/체험 #수상레저 #어트랙션,4,7,177,6
제주국제컨벤션센터 icc,서귀포시 > 중문,#사계절 #실내관광지 #어트랙션 #무장애관광,5,3,28,6
제주올레 9코스,서귀포시 > 안덕,#혼자 #맑음 #봄 #가을 #자연경관 #도보여행 #도보,5,2,31,6
종달리해변,제주시 > 구좌,#커플 #맑음 #여름 #자연경관 #포토스팟,5,1,66,6
천아숲길 천아계곡,제주시 > 애월,#흐림 #봄 #단풍 #가을 #자연경관 #도보여행 #도보 #숲 #어린이 #언택트 #계곡 #물놀이,5,5,64,6
천왕사,제주시 > 제주시내,#어트랙션,5,3,62,6
청수곶자왈,제주시 > 한경,#여름 #밤 #숲길 #걷기 #도보여행 #도보 #곶자왈 #숲 #식물군락지,4,6,100,6
초콜릿박물관,서귀포시 > 대정,#비.눈 #겨울 #실내관광지 #문화관광 #박물관 #어트랙션 #무장애관광,5,7,295,6
해맞이해안로,제주시 > 구좌,#커플 #맑음 #자연경관,4,4,90,6
김녕해안도로,제주시 > 구좌,#여름 #자연경관,5,4,194,5
도순다원,서귀포시 > 서귀포시내,#자연경관 #포토스팟 #녹차 #어트랙션,5,5,171,5
두산봉(말미오름),서귀포시 > 성산,#봄 #오름 #자연경관 #도보여행 #도보 #반려동물 #반려동물동반입장 #반려동물동반_오름 #반려동물동반_자연 #반려동물동반_관광지,5,3,25,5
민오름(구좌읍),제주시 > 구좌,#친구 #아이 #오름 #자연경관 #도보여행 #도보 #어린이,5,1,10,5
바다를본돼지(판포점),제주시 > 한경,#한식 #음식 #흑돼지 #흑돼지구이 #오겹살 #목살 #전복뚝배기 #김치찌개 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #흑돼지오겹살 #키조개볶음 #새우구이 #전복구이 #뚝배기 #돌솥밥,5,1,55,5
백조일손지묘(백조일손지지),서귀포시 > 안덕,#역사유적,5,1,4,5
별도봉,제주시 > 제주시내,#자연경관,4,2,18,5
성읍녹차마을,서귀포시 > 표선,#아이 #경관/포토 #마을산책 #마을관광 #포토스팟 #어린이 #녹차,5,6,138,5
